Data czas,Energia,T zewn.,V wiatr,Wilg.,Zachm,Dlug. dnia,Typ dnia,Pora roku
2016.01.01 01:00:00,3754.885,-3.8,4,65,8,7.433,5,4
2016.01.01 02:00:00,3638.4890000000023,-3.6,4,65,8,7.433,5,4
2016.01.01 03:00:00,3687.321,-3.5,3,64,8,7.433,5,4
2016.01.01 04:00:00,3800.669999999998,-3.5,4,65,8,7.433,5,4
2016.01.01 05:00:00,4010.589,-3.5,4,65,8,7.433,5,4
2016.01.01 06:00:00,3718.593,-3.3,3,66,8,7.433,5,4
2016.01.01 07:00:00,4023.682000000001,-3.4,3,70,8,7.433,5,4
2016.01.01 08:00:00,3991.7939999999994,-3.7,3,83,8,7.433,5,4
2016.01.01 09:00:00,4168.391000000002,-3.8,2,89,8,7.433,5,4
2016.01.01 10:00:00,4172.762000000001,-3.3,2,92,8,7.433,5,4
2016.01.01 11:00:00,4248.7710000000025,-3.2,2,92,8,7.433,5,4
2016.01.01 12:00:00,4236.314,-2.8,3,90,8,7.433,5,4
2016.01.01 13:00:00,4093.4240000000004,-2.8,3,89,8,7.433,5,4
2016.01.01 14:00:00,4044.925999999999,-2.7,3,90,8,7.433,5,4
2016.01.01 15:00:00,4133.168,-2.8,2,91,8,7.433,5,4
2016.01.01 16:00:00,3734.647999999999,-3.4,3,89,8,7.433,5,4
2016.01.01 17:00:00,4626.056999999999,-3.6,3,87,8,7.433,5,4
2016.01.01 18:00:00,4435.1669999999995,-3.5,5,82,8,7.433,5,4
2016.01.01 19:00:00,4180.0289999999995,-3.4,4,77,8,7.433,5,4
2016.01.01 20:00:00,4464.432999999998,-3.6,3,75,8,7.433,5,4
2016.01.01 21:00:00,4353.994999999998,-4.2,4,72,8,7.433,5,4
2016.01.01 22:00:00,4215.985000000001,-5.8,4,73,0,7.433,5,4
2016.01.01 23:00:00,3771.9609999999984,-7.7,4,76,0,7.433,5,4
2016.01.02 00:00:00,4516.191999999998,-8.5,4,78,0,7.483,3,4
2016.01.02 01:00:00,3763.734999999999,-9.0,4,79,0,7.483,3,4
2016.01.02 02:00:00,4268.529999999999,-9.5,4,81,0,7.483,3,4
2016.01.02 03:00:00,4140.611999999999,-9.9,5,81,0,7.483,3,4
2016.01.02 04:00:00,4224.055000000002,-10.6,4,82,0,7.483,3,4
2016.01.02 05:00:00,4462.042999999998,-10.6,4,81,0,7.483,3,4
2016.01.02 06:00:00,4423.714000000001,-10.4,5,78,0,7.483,3,4
2016.01.02 07:00:00,4445.652999999999,-10.4,4,76,0,7.483,3,4
2016.01.02 08:00:00,4806.012,-10.0,4,76,7,7.483,3,4
2016.01.02 09:00:00,4975.127000000001,-9.1,4,72,7,7.483,3,4
2016.01.02 10:00:00,4916.558000000002,-8.6,6,68,7,7.483,3,4
2016.01.02 11:00:00,4892.394000000001,-8.3,6,67,6,7.483,3,4
2016.01.02 12:00:00,4891.218999999999,-7.9,6,64,4,7.483,3,4
2016.01.02 13:00:00,4778.307000000003,-7.4,5,61,1,7.483,3,4
2016.01.02 14:00:00,4818.047,-7.3,5,60,1,7.483,3,4
2016.01.02 15:00:00,4875.1990000000005,-7.7,5,62,1,7.483,3,4
2016.01.02 16:00:00,4896.059999999999,-8.3,4,63,0,7.483,3,4
2016.01.02 17:00:00,4839.891,-8.9,4,60,0,7.483,3,4
2016.01.02 18:00:00,5088.010000000002,-9.4,4,61,0,7.483,3,4
2016.01.02 19:00:00,4680.097999999999,-9.8,4,64,0,7.483,3,4
2016.01.02 20:00:00,5426.228999999998,-10.2,3,66,0,7.483,3,4
2016.01.02 21:00:00,5078.796000000001,-10.5,4,67,0,7.483,3,4
2016.01.02 22:00:00,4788.968999999999,-10.8,4,67,0,7.483,3,4
2016.01.02 23:00:00,4780.789999999997,-11.1,4,68,0,7.483,3,4
2016.01.03 00:00:00,4895.352000000001,-11.4,3,69,0,7.5,4,4
2016.01.03 01:00:00,4356.289999999998,-11.8,3,71,0,7.5,4,4
2016.01.03 02:00:00,4776.812000000003,-12.1,4,72,0,7.5,4,4
2016.01.03 03:00:00,4618.091000000003,-12.3,4,73,0,7.5,4,4
2016.01.03 04:00:00,4989.052999999997,-12.6,3,75,0,7.5,4,4
2016.01.03 05:00:00,4875.863000000002,-12.8,4,75,0,7.5,4,4
2016.01.03 06:00:00,4898.857999999999,-13.1,3,75,0,7.5,4,4
2016.01.03 07:00:00,4962.665,-13.3,4,76,0,7.5,4,4
2016.01.03 08:00:00,5005.495,-13.1,4,75,0,7.5,4,4
2016.01.03 09:00:00,5383.622,-12.2,4,69,0,7.5,4,4
2016.01.03 10:00:00,5229.267000000002,-10.9,4,65,0,7.5,4,4
2016.01.03 11:00:00,5308.473,-9.4,4,59,0,7.5,4,4
2016.01.03 12:00:00,5237.0390000000025,-8.7,5,57,0,7.5,4,4
2016.01.03 13:00:00,5170.015000000001,-8.3,5,55,0,7.5,4,4
2016.01.03 14:00:00,5131.828000000002,-8.4,4,55,0,7.5,4,4
2016.01.03 15:00:00,5290.015,-9.1,3,59,1,7.5,4,4
2016.01.03 16:00:00,5361.151999999999,-9.9,2,64,0,7.5,4,4
2016.01.03 17:00:00,5299.490999999995,-10.4,4,66,0,7.5,4,4
2016.01.03 18:00:00,5379.525000000001,-10.9,4,69,0,7.5,4,4
2016.01.03 19:00:00,5396.523000000001,-11.0,4,70,0,7.5,4,4
2016.01.03 20:00:00,5509.344,-11.3,4,72,0,7.5,4,4
2016.01.03 21:00:00,5403.584,-11.6,4,73,0,7.5,4,4
2016.01.03 22:00:00,5301.191999999999,-11.9,3,74,0,7.5,4,4
2016.01.03 23:00:00,5182.567000000003,-12.3,3,75,0,7.5,4,4
2016.01.04 00:00:00,4779.653999999999,-12.6,4,77,0,7.517,1,4
2016.01.04 01:00:00,4748.229000000001,-12.9,4,78,0,7.517,1,4
2016.01.04 02:00:00,4746.089999999997,-13.2,4,78,0,7.517,1,4
2016.01.04 03:00:00,4870.924000000002,-13.1,5,76,0,7.517,1,4
2016.01.04 04:00:00,5178.050000000001,-13.0,5,74,0,7.517,1,4
2016.01.04 05:00:00,5201.457999999998,-12.8,4,71,0,7.517,1,4
2016.01.04 06:00:00,5225.187,-12.6,4,67,0,7.517,1,4
2016.01.04 07:00:00,5375.769000000001,-12.4,3,64,0,7.517,1,4
2016.01.04 08:00:00,5448.973999999998,-11.6,4,59,0,7.517,1,4
2016.01.04 09:00:00,5376.6100000000015,-9.6,5,47,0,7.517,1,4
2016.01.04 10:00:00,5284.738,-7.7,5,41,0,7.517,1,4
2016.01.04 11:00:00,5105.468,-6.8,4,39,0,7.517,1,4
2016.01.04 12:00:00,5202.6630000000005,-6.1,4,37,0,7.517,1,4
2016.01.04 13:00:00,4902.225000000002,-5.7,4,35,0,7.517,1,4
2016.01.04 14:00:00,4838.53,-6.0,4,35,0,7.517,1,4
2016.01.04 15:00:00,5286.804999999999,-6.9,3,39,0,7.517,1,4
2016.01.04 16:00:00,5440.234000000001,-7.5,4,40,0,7.517,1,4
2016.01.04 17:00:00,5428.817000000003,-8.1,4,41,0,7.517,1,4
2016.01.04 18:00:00,5430.8189999999995,-8.8,3,45,0,7.517,1,4
2016.01.04 19:00:00,5547.272,-9.1,3,48,0,7.517,1,4
2016.01.04 20:00:00,5666.523,-9.6,3,52,0,7.517,1,4
2016.01.04 21:00:00,5595.769000000003,-10.1,3,57,0,7.517,1,4
2016.01.04 22:00:00,5483.065,-10.5,2,60,0,7.517,1,4
2016.01.04 23:00:00,5411.921000000004,-11.1,2,63,0,7.517,1,4
2016.01.05 00:00:00,5081.123000000001,-11.5,2,65,0,7.55,1,4
2016.01.05 01:00:00,4994.125000000001,-12.1,1,67,0,7.55,1,4
2016.01.05 02:00:00,5028.957,-12.5,1,69,0,7.55,1,4
2016.01.05 03:00:00,5111.406000000001,-12.3,2,68,0,7.55,1,4
2016.01.05 04:00:00,5561.955,-12.5,2,69,0,7.55,1,4
2016.01.05 05:00:00,5539.612999999998,-13.1,3,72,0,7.55,1,4
2016.01.05 06:00:00,5597.568999999998,-13.3,2,74,0,7.55,1,4
2016.01.05 07:00:00,5640.556,-13.2,2,74,0,7.55,1,4
2016.01.05 08:00:00,5717.619,-12.3,2,70,2,7.55,1,4
2016.01.05 09:00:00,5646.3129999999965,-11.0,4,66,5,7.55,1,4
2016.01.05 10:00:00,5569.636999999997,-9.5,4,62,5,7.55,1,4
2016.01.05 11:00:00,5420.505000000001,-8.3,3,54,4,7.55,1,4
2016.01.05 12:00:00,5342.253,-7.1,2,50,4,7.55,1,4
2016.01.05 13:00:00,5268.668999999998,-6.5,2,42,4,7.55,1,4
2016.01.05 14:00:00,5280.7530000000015,-6.7,2,42,4,7.55,1,4
2016.01.05 15:00:00,5460.820000000001,-7.6,2,41,3,7.55,1,4
2016.01.05 16:00:00,5606.761999999999,-8.2,2,43,1,7.55,1,4
2016.01.05 17:00:00,5605.853999999999,-9.6,1,49,0,7.55,1,4
2016.01.05 18:00:00,5674.369999999999,-10.6,1,55,0,7.55,1,4
2016.01.05 19:00:00,5771.815999999999,-10.7,1,63,0,7.55,1,4
2016.01.05 20:00:00,5755.580999999999,-10.7,1,65,0,7.55,1,4
2016.01.05 21:00:00,5739.2,-11.3,1,71,0,7.55,1,4
2016.01.05 22:00:00,5719.106,-11.8,2,76,0,7.55,1,4
2016.01.05 23:00:00,5611.355,-12.4,1,79,0,7.55,1,4
2016.01.06 00:00:00,5352.082999999999,-12.7,1,82,0,7.582999999999999,5,4
2016.01.06 01:00:00,5190.044999999997,-12.6,2,79,0,7.582999999999999,5,4
2016.01.06 02:00:00,5267.192000000001,-15.2,2,85,0,7.582999999999999,5,4
2016.01.06 03:00:00,5312.8979999999965,-13.8,1,86,0,7.582999999999999,5,4
2016.01.06 04:00:00,5700.496000000002,-12.9,2,79,0,7.582999999999999,5,4
2016.01.06 05:00:00,5636.6269999999995,-13.4,3,81,0,7.582999999999999,5,4
2016.01.06 06:00:00,5699.619999999998,-13.9,1,81,0,7.582999999999999,5,4
2016.01.06 07:00:00,5693.919000000001,-15.1,1,83,0,7.582999999999999,5,4
2016.01.06 08:00:00,5830.279999999998,-13.5,1,85,0,7.582999999999999,5,4
2016.01.06 09:00:00,6001.263000000001,-11.4,2,71,0,7.582999999999999,5,4
2016.01.06 10:00:00,5965.521999999996,-9.6,1,66,0,7.582999999999999,5,4
2016.01.06 11:00:00,5876.637000000001,-9.1,2,65,0,7.582999999999999,5,4
2016.01.06 12:00:00,5748.0289999999995,-8.3,2,65,0,7.582999999999999,5,4
2016.01.06 13:00:00,5609.807999999999,-7.9,2,67,0,7.582999999999999,5,4
2016.01.06 14:00:00,5606.703000000003,-8.1,2,68,0,7.582999999999999,5,4
2016.01.06 15:00:00,5618.870999999998,-8.9,1,71,0,7.582999999999999,5,4
2016.01.06 16:00:00,5636.690000000002,-9.8,1,75,0,7.582999999999999,5,4
2016.01.06 17:00:00,5645.438,-9.8,2,76,0,7.582999999999999,5,4
2016.01.06 18:00:00,5717.435000000002,-9.8,1,75,0,7.582999999999999,5,4
2016.01.06 19:00:00,5851.093,-10.6,1,78,0,7.582999999999999,5,4
2016.01.06 20:00:00,5880.235,-10.7,3,77,0,7.582999999999999,5,4
2016.01.06 21:00:00,5756.370999999999,-11.6,2,84,0,7.582999999999999,5,4
2016.01.06 22:00:00,5719.338,-11.2,1,92,3,7.582999999999999,5,4
2016.01.06 23:00:00,5568.848999999998,-11.8,1,91,0,7.582999999999999,5,4
2016.01.07 00:00:00,5327.741,-10.2,2,85,0,7.6,1,4
2016.01.07 01:00:00,5187.939999999998,-10.1,3,82,0,7.6,1,4
2016.01.07 02:00:00,5249.274999999996,-10.0,2,79,0,7.6,1,4
2016.01.07 03:00:00,5273.1990000000005,-10.4,1,78,0,7.6,1,4
2016.01.07 04:00:00,5545.372999999997,-11.3,1,81,1,7.6,1,4
2016.01.07 05:00:00,5569.079999999999,-10.0,2,84,5,7.6,1,4
2016.01.07 06:00:00,5672.564999999996,-8.4,3,70,7,7.6,1,4
2016.01.07 07:00:00,5604.668000000001,-7.7,2,63,7,7.6,1,4
2016.01.07 08:00:00,5616.711999999998,-7.9,3,67,7,7.6,1,4
2016.01.07 09:00:00,5547.0740000000005,-7.2,2,65,7,7.6,1,4
2016.01.07 10:00:00,5428.660999999998,-7.0,2,64,8,7.6,1,4
2016.01.07 11:00:00,5302.076999999998,-6.6,2,65,8,7.6,1,4
2016.01.07 12:00:00,5403.008000000002,-6.1,2,60,8,7.6,1,4
2016.01.07 13:00:00,5309.416999999999,-5.7,3,55,8,7.6,1,4
2016.01.07 14:00:00,5314.891999999998,-5.1,3,50,7,7.6,1,4
2016.01.07 15:00:00,5359.16,-5.0,3,54,8,7.6,1,4
2016.01.07 16:00:00,5408.817999999999,-5.1,3,57,8,7.6,1,4
2016.01.07 17:00:00,5438.059999999998,-5.3,4,64,7,7.6,1,4
2016.01.07 18:00:00,5490.507000000002,-5.2,3,69,8,7.6,1,4
2016.01.07 19:00:00,5544.339000000002,-5.5,5,73,8,7.6,1,4
2016.01.07 20:00:00,5496.362000000001,-5.8,4,74,8,7.6,1,4
2016.01.07 21:00:00,5438.259999999998,-6.0,4,75,8,7.6,1,4
2016.01.07 22:00:00,5314.653000000001,-6.1,4,78,7,7.6,1,4
2016.01.07 23:00:00,5138.6179999999995,-5.6,4,77,7,7.6,1,4
2016.01.08 00:00:00,4862.4349999999995,-5.4,6,78,7,7.65,2,4
2016.01.08 01:00:00,4773.462999999998,-5.3,5,82,8,7.65,2,4
2016.01.08 02:00:00,4752.430000000001,-4.9,5,84,8,7.65,2,4
2016.01.08 03:00:00,4860.245999999999,-4.4,4,87,8,7.65,2,4
2016.01.08 04:00:00,5021.495,-4.1,4,87,8,7.65,2,4
2016.01.08 05:00:00,5010.581000000001,-3.9,4,86,8,7.65,2,4
2016.01.08 06:00:00,4896.130000000001,-3.2,4,83,8,7.65,2,4
2016.01.08 07:00:00,4954.902999999999,-3.2,5,87,8,7.65,2,4
2016.01.08 08:00:00,5118.673999999996,-3.1,5,89,8,7.65,2,4
2016.01.08 09:00:00,5076.670000000001,-2.9,5,91,8,7.65,2,4
2016.01.08 10:00:00,4891.997000000001,-2.8,5,92,8,7.65,2,4
2016.01.08 11:00:00,4760.426999999999,-2.5,5,89,8,7.65,2,4
2016.01.08 12:00:00,4936.912,-2.3,4,93,8,7.65,2,4
2016.01.08 13:00:00,4605.909000000001,-1.9,4,93,8,7.65,2,4
2016.01.08 14:00:00,4711.3820000000005,-1.2,3,94,8,7.65,2,4
2016.01.08 15:00:00,4632.091,-0.4,3,95,8,7.65,2,4
2016.01.08 16:00:00,4570.266999999999,0.4,3,96,8,7.65,2,4
2016.01.08 17:00:00,4567.003000000001,0.7,2,96,8,7.65,2,4
2016.01.08 18:00:00,4510.725999999998,1.1,2,96,8,7.65,2,4
2016.01.08 19:00:00,4572.222,1.2,3,94,8,7.65,2,4
2016.01.08 20:00:00,4529.3499999999985,1.1,3,94,8,7.65,2,4
2016.01.08 21:00:00,4412.328999999999,1.1,4,93,8,7.65,2,4
2016.01.08 22:00:00,4369.160999999999,0.8,3,95,8,7.65,2,4
2016.01.08 23:00:00,4185.728000000001,1.0,3,96,8,7.65,2,4
2016.01.09 00:00:00,3828.8779999999997,2.1,4,95,8,7.683,3,4
2016.01.09 01:00:00,3794.6479999999997,1.6,5,92,8,7.683,3,4
2016.01.09 02:00:00,3745.3450000000007,1.3,5,90,8,7.683,3,4
2016.01.09 03:00:00,3840.784000000002,1.3,4,88,8,7.683,3,4
2016.01.09 04:00:00,4076.974,1.7,3,84,8,7.683,3,4
2016.01.09 05:00:00,4062.6029999999982,1.5,3,84,8,7.683,3,4
2016.01.09 06:00:00,4110.7429999999995,1.2,3,87,8,7.683,3,4
2016.01.09 07:00:00,4152.391,0.8,3,88,8,7.683,3,4
2016.01.09 08:00:00,4272.626000000001,0.5,4,89,7,7.683,3,4
2016.01.09 09:00:00,4444.095000000001,0.8,2,88,3,7.683,3,4
2016.01.09 10:00:00,4304.324,1.2,3,84,2,7.683,3,4
2016.01.09 11:00:00,4115.476000000001,1.6,3,82,5,7.683,3,4
2016.01.09 12:00:00,4124.799999999999,1.6,2,82,7,7.683,3,4
2016.01.09 13:00:00,4025.559999999999,1.7,3,82,5,7.683,3,4
2016.01.09 14:00:00,4011.7869999999984,1.5,3,84,7,7.683,3,4
2016.01.09 15:00:00,4105.579000000001,0.9,3,87,6,7.683,3,4
2016.01.09 16:00:00,4251.160000000001,0.4,3,90,5,7.683,3,4
2016.01.09 17:00:00,4306.623999999999,0.0,3,92,1,7.683,3,4
2016.01.09 18:00:00,4341.880000000001,-0.3,4,94,8,7.683,3,4
2016.01.09 19:00:00,4318.672,0.0,4,96,8,7.683,3,4
2016.01.09 20:00:00,4296.376000000001,0.3,3,95,8,7.683,3,4
2016.01.09 21:00:00,4259.265,0.3,3,95,8,7.683,3,4
2016.01.09 22:00:00,4171.409,-0.1,5,94,8,7.683,3,4
2016.01.09 23:00:00,4013.890999999999,-0.4,5,95,8,7.683,3,4
2016.01.10 00:00:00,3788.401999999999,-0.6,4,95,8,7.7170000000000005,4,4
2016.01.10 01:00:00,3692.1839999999997,-1.1,5,95,8,7.7170000000000005,4,4
2016.01.10 02:00:00,3635.6140000000005,-1.0,4,94,8,7.7170000000000005,4,4
2016.01.10 03:00:00,3751.826999999999,-0.9,4,93,8,7.7170000000000005,4,4
2016.01.10 04:00:00,3950.0439999999994,-0.9,5,92,7,7.7170000000000005,4,4
2016.01.10 05:00:00,3989.279,-0.7,4,89,0,7.7170000000000005,4,4
2016.01.10 06:00:00,3987.723,-0.8,4,89,7,7.7170000000000005,4,4
2016.01.10 07:00:00,4062.217000000001,-0.4,5,88,7,7.7170000000000005,4,4
2016.01.10 08:00:00,4232.756000000001,-0.9,5,89,7,7.7170000000000005,4,4
2016.01.10 09:00:00,4353.298999999999,-0.2,5,90,8,7.7170000000000005,4,4
2016.01.10 10:00:00,4332.993999999999,0.2,4,90,8,7.7170000000000005,4,4
2016.01.10 11:00:00,4270.795000000003,0.4,5,89,8,7.7170000000000005,4,4
2016.01.10 12:00:00,4180.292000000002,0.6,4,89,8,7.7170000000000005,4,4
2016.01.10 13:00:00,4131.624000000001,0.3,4,90,8,7.7170000000000005,4,4
2016.01.10 14:00:00,4143.113999999999,0.2,5,91,8,7.7170000000000005,4,4
2016.01.10 15:00:00,4162.703000000002,0.5,5,90,8,7.7170000000000005,4,4
2016.01.10 16:00:00,4122.054,0.5,4,90,8,7.7170000000000005,4,4
2016.01.10 17:00:00,4172.498999999999,0.8,5,89,8,7.7170000000000005,4,4
2016.01.10 18:00:00,4163.711999999999,0.6,4,93,8,7.7170000000000005,4,4
2016.01.10 19:00:00,4264.508000000002,0.9,4,93,8,7.7170000000000005,4,4
2016.01.10 20:00:00,4225.875,1.0,3,93,8,7.7170000000000005,4,4
2016.01.10 21:00:00,4112.9180000000015,1.1,4,94,8,7.7170000000000005,4,4
2016.01.10 22:00:00,4057.5290000000005,1.2,3,94,8,7.7170000000000005,4,4
2016.01.10 23:00:00,3755.6800000000026,1.3,4,95,8,7.7170000000000005,4,4
2016.01.11 00:00:00,3518.538999999999,1.3,4,95,8,7.75,1,4
2016.01.11 01:00:00,3413.6530000000002,1.3,4,95,8,7.75,1,4
2016.01.11 02:00:00,3440.2789999999986,1.1,3,96,8,7.75,1,4
2016.01.11 03:00:00,3481.556000000001,1.1,4,97,8,7.75,1,4
2016.01.11 04:00:00,3732.074999999999,1.1,4,97,8,7.75,1,4
2016.01.11 05:00:00,3745.823999999999,1.2,3,96,8,7.75,1,4
2016.01.11 06:00:00,3838.3780000000006,1.2,3,96,8,7.75,1,4
2016.01.11 07:00:00,3806.8619999999996,1.2,3,96,8,7.75,1,4
2016.01.11 08:00:00,3838.697,1.2,3,95,8,7.75,1,4
2016.01.11 09:00:00,3873.9690000000014,1.5,3,95,8,7.75,1,4
2016.01.11 10:00:00,3691.251999999999,1.7,3,94,8,7.75,1,4
2016.01.11 11:00:00,3600.716999999998,1.8,3,94,8,7.75,1,4
2016.01.11 12:00:00,3569.6689999999985,2.0,3,94,8,7.75,1,4
2016.01.11 13:00:00,3608.4519999999993,1.8,1,96,8,7.75,1,4
2016.01.11 14:00:00,3679.912,1.5,2,96,8,7.75,1,4
2016.01.11 15:00:00,3742.2100000000023,1.3,1,97,8,7.75,1,4
2016.01.11 16:00:00,3762.9150000000004,1.2,1,97,9,7.75,1,4
2016.01.11 17:00:00,3797.2200000000003,1.0,1,98,8,7.75,1,4
2016.01.11 18:00:00,3886.959999999999,0.8,1,98,8,7.75,1,4
2016.01.11 19:00:00,3911.86,0.4,1,98,8,7.75,1,4
2016.01.11 20:00:00,3945.6799999999976,0.5,2,98,8,7.75,1,4
2016.01.11 21:00:00,3926.1789999999983,0.5,1,99,8,7.75,1,4
2016.01.11 22:00:00,3886.316,0.4,2,99,8,7.75,1,4
2016.01.11 23:00:00,3662.922999999999,0.2,1,99,8,7.75,1,4
2016.01.12 00:00:00,3455.458,-0.1,2,99,8,7.8,1,4
2016.01.12 01:00:00,3327.116999999999,-0.1,1,99,9,7.8,1,4
2016.01.12 02:00:00,3284.261,-0.1,1,99,8,7.8,1,4
2016.01.12 03:00:00,3367.9650000000006,0.0,1,99,8,7.8,1,4
2016.01.12 04:00:00,3697.2450000000003,0.0,2,99,8,7.8,1,4
2016.01.12 05:00:00,3678.9709999999986,0.1,1,99,8,7.8,1,4
2016.01.12 06:00:00,3667.7769999999978,0.5,1,99,8,7.8,1,4
2016.01.12 07:00:00,3836.7240000000006,0.7,1,99,8,7.8,1,4
2016.01.12 08:00:00,3757.9790000000003,1.0,2,98,8,7.8,1,4
2016.01.12 09:00:00,3664.588000000001,1.3,1,97,8,7.8,1,4
2016.01.12 10:00:00,3683.2039999999993,1.4,1,94,8,7.8,1,4
2016.01.12 11:00:00,3380.2299999999996,1.5,1,94,8,7.8,1,4
2016.01.12 12:00:00,3303.431000000001,1.8,1,92,8,7.8,1,4
2016.01.12 13:00:00,3426.7200000000003,1.5,1,94,8,7.8,1,4
2016.01.12 14:00:00,3621.772,1.4,0,94,8,7.8,1,4
2016.01.12 15:00:00,3664.9390000000003,1.4,0,94,8,7.8,1,4
2016.01.12 16:00:00,3655.4720000000007,1.5,1,91,8,7.8,1,4
2016.01.12 17:00:00,3883.7520000000004,1.2,2,93,8,7.8,1,4
2016.01.12 18:00:00,3872.481,1.1,1,94,7,7.8,1,4
2016.01.12 19:00:00,3891.0639999999994,1.0,1,95,7,7.8,1,4
2016.01.12 20:00:00,4049.5910000000013,0.9,2,95,8,7.8,1,4
2016.01.12 21:00:00,3837.5280000000002,0.7,2,95,8,7.8,1,4
2016.01.12 22:00:00,3815.816000000001,0.7,2,96,8,7.8,1,4
2016.01.12 23:00:00,3638.451,0.6,2,96,8,7.8,1,4
2016.01.13 00:00:00,3281.685999999999,0.4,2,97,8,7.832999999999999,1,4
2016.01.13 01:00:00,3277.8260000000005,0.3,2,97,8,7.832999999999999,1,4
2016.01.13 02:00:00,3267.288000000001,0.3,2,97,8,7.832999999999999,1,4
2016.01.13 03:00:00,3301.765000000001,0.4,2,98,8,7.832999999999999,1,4
2016.01.13 04:00:00,3546.6600000000008,0.4,1,98,8,7.832999999999999,1,4
2016.01.13 05:00:00,3568.1670000000004,0.2,1,98,8,7.832999999999999,1,4
2016.01.13 06:00:00,3672.7940000000012,0.1,1,98,8,7.832999999999999,1,4
2016.01.13 07:00:00,3654.666,0.1,1,98,8,7.832999999999999,1,4
2016.01.13 08:00:00,3632.3390000000018,0.2,2,98,8,7.832999999999999,1,4
2016.01.13 09:00:00,3981.125,-0.1,2,98,8,7.832999999999999,1,4
2016.01.13 10:00:00,3757.7049999999995,-0.2,2,98,8,7.832999999999999,1,4
2016.01.13 11:00:00,3736.082999999999,-0.5,3,97,8,7.832999999999999,1,4
2016.01.13 12:00:00,3593.3140000000003,-0.4,2,95,8,7.832999999999999,1,4
2016.01.13 13:00:00,3810.2279999999996,-0.3,2,90,7,7.832999999999999,1,4
2016.01.13 14:00:00,3733.0190000000007,-0.3,3,84,7,7.832999999999999,1,4
2016.01.13 15:00:00,3896.3439999999996,-0.5,4,76,7,7.832999999999999,1,4
2016.01.13 16:00:00,3940.403,-0.6,4,79,7,7.832999999999999,1,4
2016.01.13 17:00:00,4044.097999999998,-1.0,3,75,7,7.832999999999999,1,4
2016.01.13 18:00:00,3907.4300000000003,-1.0,4,74,7,7.832999999999999,1,4
2016.01.13 19:00:00,4137.559,-0.9,4,73,8,7.832999999999999,1,4
2016.01.13 20:00:00,4144.308000000001,-0.7,4,77,8,7.832999999999999,1,4
2016.01.13 21:00:00,4156.77,-1.1,4,76,8,7.832999999999999,1,4
2016.01.13 22:00:00,3981.6539999999977,-1.1,5,75,8,7.832999999999999,1,4
2016.01.13 23:00:00,3783.353999999999,-0.8,4,75,8,7.832999999999999,1,4
2016.01.14 00:00:00,3656.5729999999985,-0.8,4,76,8,7.882999999999999,1,4
2016.01.14 01:00:00,3468.3459999999964,-0.9,3,81,8,7.882999999999999,1,4
2016.01.14 02:00:00,3423.7359999999994,-1.3,4,85,8,7.882999999999999,1,4
2016.01.14 03:00:00,3605.6040000000003,-1.5,3,88,8,7.882999999999999,1,4
2016.01.14 04:00:00,3724.770999999999,-1.4,4,88,8,7.882999999999999,1,4
2016.01.14 05:00:00,3979.279,-1.5,4,89,8,7.882999999999999,1,4
2016.01.14 06:00:00,3907.896999999999,-1.4,2,91,7,7.882999999999999,1,4
2016.01.14 07:00:00,3907.491999999999,-1.5,2,92,8,7.882999999999999,1,4
2016.01.14 08:00:00,3900.6340000000027,-1.2,3,93,8,7.882999999999999,1,4
2016.01.14 09:00:00,3980.3789999999985,-0.7,2,93,8,7.882999999999999,1,4
2016.01.14 10:00:00,3744.8619999999996,-0.2,3,93,8,7.882999999999999,1,4
2016.01.14 11:00:00,3841.7509999999997,0.0,3,93,8,7.882999999999999,1,4
2016.01.14 12:00:00,3654.0820000000012,0.4,3,93,8,7.882999999999999,1,4
2016.01.14 13:00:00,3662.805000000001,0.5,3,95,8,7.882999999999999,1,4
2016.01.14 14:00:00,3728.903,0.5,2,96,8,7.882999999999999,1,4
2016.01.14 15:00:00,3842.0249999999996,0.6,2,97,8,7.882999999999999,1,4
2016.01.14 16:00:00,3868.0979999999986,0.6,2,98,8,7.882999999999999,1,4
2016.01.14 17:00:00,3896.349000000001,0.6,2,98,8,7.882999999999999,1,4
2016.01.14 18:00:00,3946.575,0.7,2,98,8,7.882999999999999,1,4
2016.01.14 19:00:00,3924.4069999999992,0.7,2,98,8,7.882999999999999,1,4
2016.01.14 20:00:00,3916.9100000000017,0.6,2,97,8,7.882999999999999,1,4
2016.01.14 21:00:00,3948.904999999999,0.6,2,96,8,7.882999999999999,1,4
2016.01.14 22:00:00,3810.076000000001,0.7,1,95,8,7.882999999999999,1,4
2016.01.14 23:00:00,3665.7270000000003,0.6,2,94,8,7.882999999999999,1,4
2016.01.15 00:00:00,3389.0949999999993,0.4,1,95,7,7.933,2,4
2016.01.15 01:00:00,3350.039999999999,0.3,2,95,6,7.933,2,4
2016.01.15 02:00:00,3238.9239999999995,-0.2,2,96,6,7.933,2,4
2016.01.15 03:00:00,3362.294999999999,-0.6,2,97,8,7.933,2,4
2016.01.15 04:00:00,3623.7300000000005,-0.8,2,98,8,7.933,2,4
2016.01.15 05:00:00,3696.172999999999,-0.5,3,98,8,7.933,2,4
2016.01.15 06:00:00,3755.6490000000003,-0.1,2,97,8,7.933,2,4
2016.01.15 07:00:00,3796.857,-0.1,2,95,7,7.933,2,4
2016.01.15 08:00:00,3850.145000000001,-0.2,2,93,8,7.933,2,4
